P_MASS,P_RADIUS,P_DENSITY,P_GRAVITY,P_ESCAPE,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_INCLINATION,P_OMEGA,P_PERIASTRON,P_APASTRON,P_IMPACT_PARAMETER,P_HILL_SPHERE,S_MASS,S_RADIUS,S_LUMINOSITY,S_TEMPERATURE,S_AGE,S_METALLICITY,S_LOG_G,S_MAG,S_SNOW_LINE,S_TIDAL_LOCK,P_DISTANCE,P_TYPE,S_TYPE,P_DETECTION,P_HABITABLE
603.8732100000003,8.121256167864054,1.1273950777389627,9.155864228707125,8.623057395118833,416.0,0.92,0.0,86.24467904213293,128.11449672836218,0.92,0.92,0.5344376149136476,0.099343902,0.48,1.294,2.9991098031999996,5718.6,4.696,0.18999999999999997,4.342,12.264,4.0624452039999985,0.36121425,0.92,Jovian,G0 V,Eclipse Timing Variations,0
6658.496699999999,10.3132,6.07010032474806,62.60215866919168,25.409222396348685,7336.5,3.1832118999036423,0.26,46.2,223.0,2.3555768,4.010847,1.565389006904911,1.0287533,0.08,0.12,0.00036104595,2300.0,5.9,0.04000000000000004,4.783999999999999,18.799999999999997,0.051303266,0.19878386,3.2908045,Jovian,M8.5,Imaging,0
3972.8499999999985,11.112306075118976,2.8952734177012327,32.17316438865189,18.908147717103805,4233.753013821013,230.0,0.0,29.7299635009702,1167.5537353474485,230.0,230.0,115.4902825990886,43.201288,0.6,0.778,0.271654198,4045.0,0.12000000000000001,-0.15960000000000002,4.612000000000001,12.51,1.3690310599999997,0.21190381999999996,230.0,Jovian,K7 V,Imaging,0
4392.383,24.6616276351556,0.29284309878514436,7.221987457764316,13.345634697126533,335.10001,0.99,0.29,85.87913241051432,143.29402328686473,0.7029,1.2771,0.6981081684679475,0.092482534,1.93,1.41,2.8616474,6331.0,8.0314,0.18999999999999997,4.43,6.962,4.5674293,0.57438563,1.0316295,Jovian,F6 V,Radial Velocity,0
2256.5787999999984,581.9704443847837,1.1448476989849441e-05,0.006662675241311651,1.9691318064003835,269.3,0.87,0.432,76.32981314950474,23.81,0.49416,1.24584,0.8530603192830748,0.060511038,1.23,18.11,111.64734,4415.0,4.604,-0.24999999999999994,1.8000000000000003,4.61,28.529093,0.49436657,0.95118144,Jovian,K1 III,Radial Velocity,0
1233.1727000000003,755.5057107879147,2.8596352859227315e-06,0.002160470789285255,1.277594622443083,479.1,1.19,0.38,73.88976614878817,218.7,0.7378,1.6422,0.9147881777865514,0.079675195,0.98,22.03,135.3053,4200.0,9.49,-0.46,1.7099999999999997,4.82,31.406618000000005,0.51702463,1.275918,Jovian,K1.5 III,Radial Velocity,0
804.1048499999997,9.854993853117632,0.8401244196415413,8.279420991421407,9.032919958564399,1078.0,2.1,0.032,84.71117481969395,334.0,2.0328,2.1672,1.0582125311223605,0.18722838,1.03,1.23,1.6336154,5892.0,7.3,0.0,4.27,5.05,3.4509501,0.50318118,2.1010752,Jovian,G0 V,Radial Velocity,0
171.62712000000005,7.36309497939364,0.42993688633237265,3.1656661292100265,4.827949915069837,2391.0,3.6,0.098,84.43238965004053,295.0,3.2472,3.9528,1.195954042869947,0.17873536,1.03,1.23,1.6336154,5892.0,7.3,0.0,4.27,5.05,3.4509501,0.50318118,3.6172872,Jovian,G0 V,Radial Velocity,0
521.2379200000001,13.04202215629484,0.23496393242735822,3.064404812647769,6.32186961763755,14002.0,11.6,0.16,79.99526817262672,110.0,9.744,13.456,-0.09971624380220856,0.77670377,1.03,1.23,1.6336154,5892.0,7.3,0.0,4.27,5.05,3.4509501,0.50318118,11.74848,Jovian,G0 V,Radial Velocity,0
3158.199188056587,82.56681580996819,0.005610775714098669,0.4632638849370276,6.18467653632798,11688.0,12.0,0.45,133.0,87.0,6.6,17.4,-4.5567720327219075,6.2841206522360835,1.75,0.9680000000000003,4.495713611189999,6327.92,0.02,-0.026999999999999972,4.486000000000001,5.23,4.2401521531999995,0.2245997,13.215,Jovian,F0 IV,Imaging,0
150.01481999999993,5.741737737502052,0.7925088314535935,4.550377864860752,5.111465181977178,4.230785,0.0527,0.013,86.0648317635903,58.0,0.0520149,0.0533851,0.49907925636462913,0.0026620631,1.12,1.2,1.4529988,5793.0,4.0,0.20000000000000004,4.33,5.5,3.2545908,0.46806645,0.052704453,Jovian,G2.5 IV,Radial Velocity,0
263.98794000000004,7.104079361459183,0.7363099577001943,5.230804374134834,6.095904313399423,14.65152,0.115227,0.0034,90.0,98.0,0.11483523,0.11561877,0.24384100358232086,0.0076039848,0.91,0.94,0.57705994,5196.0,10.2,0.30999999999999994,4.45,5.96,2.0510405,0.51051127,0.11522767,Jovian,G8 V,Radial Velocity,0
54.47572,4.674847762546994,0.5332127939381947,2.4926886367034005,3.4136402704472553,44.4175,0.241376,0.02,90.0,51.0,0.23654848,0.24620352,0.3400493997585743,0.0092560542,0.91,0.94,0.57705994,5196.0,10.2,0.30999999999999994,4.45,5.96,2.0510405,0.51051127,0.24142428,Jovian,G8 V,Radial Velocity,0
1232.5370000000005,15.248258346531081,0.3476476043339868,5.301020484437249,8.99062455266332,4825.0,5.503,0.019,90.0,44.0,5.398443,5.607557,0.9729211109658333,0.59745691,0.91,0.94,0.57705994,5196.0,10.2,0.30999999999999994,4.45,5.96,2.0510405,0.51051127,5.5039933,Jovian,G8 V,Radial Velocity,0
8.0791878,1.9057,1.1673581009382772,2.224634332958075,2.0590011287802157,0.736539,0.01544,0.0,83.3,135.2599647814769,0.01544,0.01544,0.41,0.00031979715,0.91,0.94,0.57705994,5196.0,10.2,0.30999999999999994,4.45,5.96,2.0510405,0.51051127,0.01544,Superterran,G8 V,Radial Velocity,0
44.813748,6.642717568481313,0.15288817777478417,1.015592984517653,2.597363540338892,262.0,0.788,0.305,90.0,166.0,0.54766,1.02834,0.5177573184027136,0.020079498,0.91,0.94,0.57705994,5196.0,10.2,0.30999999999999994,4.45,5.96,2.0510405,0.51051127,0.82465185,Neptunian,G8 V,Radial Velocity,0
638.8342899999999,29.451640263037095,0.02500689426378645,0.7364940539528444,4.657355250878443,934.3,2.11,0.073,85.21486038647588,130.0,1.95597,2.26403,0.9534037713124928,0.14921849,1.44,5.2,14.404548999999998,4938.0,2.88,0.004000000000000022,3.19,5.86,10.247398,0.5209611,2.1156221,Jovian,K0 III-IV,Radial Velocity,0
5.085248,2.342343761960396,0.39569470655258515,0.9268530275341974,1.4734342222504655,4.215,0.050201,0.12,86.09889905566281,105.0,0.04417688,0.05622512,0.6564862699896645,0.00077572596,0.9400000000000001,0.96,0.7987919699999999,5577.0,8.96,-0.010000000000000054,4.339999999999999,4.74,2.4131294,0.50503188,0.050562447,Superterran,G5 V,Radial Velocity,0
18.116196000000002,3.5606823576715265,0.4012982930779374,1.4288957523263093,2.255624945832102,38.021,0.2175,0.14,85.7546489743172,341.0,0.18705,0.24795,0.6883616391559189,0.0050163669,0.9400000000000001,0.96,0.7987919699999999,5577.0,8.96,-0.010000000000000054,4.339999999999999,4.74,2.4131294,0.50503188,0.2196315,Neptunian,G5 V,Radial Velocity,0
22.883616000000004,4.816156990377954,0.20484376354655992,0.9865597237400933,2.1797767110225292,123.01,0.476,0.35,85.48543887316333,314.0,0.3094,0.6426,0.8077193551041573,0.0089695593,0.9400000000000001,0.96,0.7987919699999999,5577.0,8.96,-0.010000000000000054,4.339999999999999,4.74,2.4131294,0.50503188,0.505155,Neptunian,G5 V,Radial Velocity,0
781.8568899999997,19.976738259750594,0.09807391889351262,1.9591970078437104,6.25606632197744,796.0,1.93,0.22,84.17520595543104,77.0,1.5054,2.3546,0.9977760599364638,0.12065121,1.5200000000000002,2.3,2.4992607,4792.0,7.35,0.2100000000000001,3.25,3.92,4.2684436,0.53043519,1.976706,Jovian,K1 III,Radial Velocity,0
2357.0124999999994,24.84543665960494,0.1536816391660726,3.8182874316449182,9.739970150421378,116.688,0.481,0.3988,84.87328469722084,359.83,0.2891772,0.6728228,0.6754704642186908,0.037404833,1.09,1.89,2.9179849000000004,5495.0,4.154,0.0830000000000001,3.950000000000001,4.969999999999999,4.6121699,0.47478096000000003,0.51924947,Jovian,G4 V,Radial Velocity,0
953.4840100000001,122.52954669573155,0.0005183116062251218,0.0635084861579007,2.7895637688104054,691.9,2.1,0.117,83.0257445532605,165.0,1.8543,2.3457,1.0740933620979467,0.13469037,2.49,10.5,54.475457,4846.0,2.316,0.0,2.63,5.35,19.928023,0.62529398,2.1143734,Jovian,G3 III,Radial Velocity,0
416.3546800000002,80.59732465881426,0.0007952461446909976,0.0640947117073307,2.2728533363129344,93.4,0.49,0.06,83.5088920065586,161.80632609465295,0.4606,0.5194,0.5310316554053172,0.030465581,1.44,10.3,52.46324799999999,4847.0,3.8000000000000003,-0.02999999999999999,2.5700000000000003,6.830000000000001,19.55651,0.5209611,0.490882,Jovian,K0,Radial Velocity,0
1684.4884000000004,179.73320338990985,0.00029012361495350217,0.0521448466946537,3.0613984282849986,952.7,2.5,0.206,82.41850422072403,175.0,1.985,3.015,1.025255333755692,0.17645392,2.4,11.000000000000002,56.833158,4785.0,2.952,-0.05999999999999998,2.35,5.65,20.354698,0.61766768,2.553045,Jovian,G5 III,Radial Velocity,0
1017.0495999999996,106.60747952781394,0.0008394196016708569,0.0894884080003716,3.0887106733840057,181.4,0.7,0.027,82.91786865170901,177.3,0.6811,0.7189,0.6321035228783218,0.061244551,1.4,11.000000000000002,51.342925,4665.0,3.56,-0.02999999999999999,2.519999999999999,4.25,19.346574,0.49451088000000004,0.70025515,Jovian,K0 III,Radial Velocity,0
4290.678,359.44831115437944,9.238821602783631e-05,0.03320878822177173,3.45497363836532,4494.82402259564,260.0,0.0,17.914490283320504,1415.0844131178856,260.0,260.0,130.8585190560134,28.495959228892843,0.5579999999999999,2.6660000000000004,8.353557727999998,3799.0,0.030000000000000002,0.03999999999999987,4.202,9.128,4.079844411999999,0.2812301694,260.0,Jovian,K2 V,Imaging,0
2034.0991999999997,1324.6749615862436,8.750727224822698e-07,0.0011591869250393704,1.2391714552061808,481.9,1.3,0.2,59.76029092541047,218.0,1.04,1.56,1.6117857005798522,0.12617529,1.14,32.35,263.66522,4095.0,5.2,-0.71,1.8899999999999992,9.58,43.841983,0.49188134000000006,1.326,Jovian,G0 V,Radial Velocity,0
330.5411199999999,7.58888104074009,0.756296793288102,5.7394463957566035,6.599695139709207,268.94,0.78,0.29,85.3771291710042,128.3156021279892,0.5538,1.0062,0.6670945187827373,0.048582661,0.49,0.86,0.37090255,4864.0,1.644,0.17000000000000004,4.260000000000001,9.63,1.6443478,0.36370546,0.812799,Jovian,K2 V,Radial Velocity,0
337.2155100000001,46.07621502832046,0.003447284704118085,0.15883783129078496,2.7052996265083644,153.22,0.576,0.001,85.17837549267898,55.0,0.575424,0.576576,0.3811098801959085,0.039048208,1.08,8.95,33.525318,4649.0,7.41,-0.21999999999999997,2.6099999999999994,10.31,15.633284,0.5124708,0.57600029,Jovian,G5,Radial Velocity,0
352.7890800000001,215.96193446478122,3.5025432510324075e-05,0.007564160160395226,1.2781121472078978,137.48,0.539,0.26,79.76670034189094,302.0,0.39886,0.67914,0.6828297570777222,0.027309464,1.1,14.7,102.43303000000002,4796.0,7.1,0.28000000000000014,2.7999999999999994,9.046,27.326485,0.5119554,0.5572182,Jovian,K0,Radial Velocity,0
17668.05900000001,72.32015078513929,0.04671010805856331,3.3780820579854485,15.630208053576295,379.63,1.05,0.15,-112.80360305688473,111.16564118085964,0.8925,1.2075,12.480412774920133,0.10509456,10.83,71.02,1486.8958000000002,4259.0,0.068,-0.79,1.7699999999999996,9.75,104.11278000000001,1.0206902,1.0618125,Jovian,K2 II,Radial Velocity,0
3963.315200000002,52.89904875515292,0.02677410889211832,1.4163248916599405,8.655763368822871,621.99,2.01,0.18,-112.60062913151296,126.02,1.6482,2.3718,12.77898107218618,0.11792481,10.83,71.02,1486.8958000000002,4259.0,0.068,-0.79,1.7699999999999996,9.75,104.11278000000001,1.0206902,2.042562,Jovian,K2 II,Radial Velocity,0
1334.8775999999996,285.7446184797921,5.721465263960143e-05,0.01634877908995674,2.1613828082202584,578.2,1.3,0.21,79.11260142826379,108.5,1.027,1.573,0.6364316399871832,0.12184456,0.8,17.3,91.335149,4296.0,3.206,-0.46,1.9899999999999998,9.36,25.803745,0.42826685000000003,1.328665,Jovian,K5 III,Radial Velocity,0
22.247959999999992,2.5783,1.2980453005470192,3.3467501984003794,2.937503367919039,41.6855,0.2790862317499622,0.0,89.55,124.74693498391636,0.27908623,0.27908623,0.28109673288069104,0.0066178184,1.6699999999999997,1.08,1.1551402,5766.0,10.256,-0.15000000000000002,4.5,11.038,2.9018912,0.54733928,0.27908623,Neptunian,G,Transit,0
289.2234799999999,82.62143315810475,0.0005128086890766022,0.0423689888274378,1.8709854564861375,392.6,1.0,0.2,83.60641213754266,358.9,0.8,1.2,0.4891532827544829,0.058507176,0.7399999999999999,11.000000000000002,41.153174,4414.0,3.955999999999999,-0.20000000000000004,2.2400000000000007,9.14,17.3207,0.41728076,1.02,Jovian,K0 III,Radial Velocity,0
540.3076000000002,205.25028876261285,6.24870102619689e-05,0.01282547690018147,1.622477376508057,733.0,1.7,0.76,84.81219985636761,100.0,0.408,2.992,0.31757310348751755,0.03229859,1.09,10.33,40.403162,4534.0,3.8000000000000003,-0.13,2.48,8.699,17.16214,0.47478096000000003,2.19096,Jovian,K3 III,Radial Velocity,0
508.52480000000025,77.22369996781885,0.0011042319784818565,0.08527287900115388,2.566142479165416,2590.0,4.2,0.35,85.28677907170815,170.0,2.73,5.67,0.5388278548255094,0.18957048,1.5200000000000002,7.6,30.894293999999995,4943.0,2.34,-0.18999999999999997,2.85,9.38,15.007312,0.47392397,4.45725,Jovian,K0,Radial Velocity,0
8.5813561,1.5446859366072279,2.328280744689563,3.596462522795371,2.3569906831587097,3.8728,0.0428,0.0,87.06440591822253,0.0,0.0428,0.0428,0.49438712184976996,0.00098714645,0.7,0.6839999999999999,0.10912625,4324.0,4.4,-0.14000000000000007,4.74,9.700000000000001,0.8919250999999999,0.40659899,0.0428,Superterran,K7/M0 V,Radial Velocity,0
54.030759999999994,3.601117411539284,1.1569890057997823,4.1664532537451215,3.873485169253402,125.94,0.435,0.31,86.26150086996734,41.0,0.30015,0.56985,0.6905836697336323,0.01278315,0.7,0.6839999999999999,0.10912625,4324.0,4.4,-0.14000000000000007,4.74,9.700000000000001,0.8919250999999999,0.40659899,0.45590175,Jovian,K7/M0 V,Radial Velocity,0
12.713119999999996,2.249338307654646,1.1170890826929973,2.5127112667641476,2.3773804298866494,5.6,0.06,0.15,86.20803380753613,119.65438090335556,0.051,0.069,0.5428509623180302,0.0015000858,0.5,0.71,0.24296922,4816.0,2.6599999999999997,-0.05999999999999998,4.43,9.88,1.3308815,0.366163,0.060675,Neptunian,K3 V,Radial Velocity,0
104.88324000000001,3.851961191663115,1.8351027497128871,7.068744574608311,5.2180963746533475,237.6,0.68,0.19,85.82658778418933,-233.0,0.5508,0.8092,0.6818403741022632,0.032735916,0.5,0.71,0.24296922,4816.0,2.6599999999999997,-0.05999999999999998,4.43,9.88,1.3308815,0.366163,0.692274,Jovian,K3 V,Radial Velocity,0
187.51852000000002,5.824241215221846,0.9491308873060839,5.527967232488176,5.674170828575174,3.48777,0.04,0.02,87.00243253565931,127.5903598379943,0.0392,0.0408,0.40693673302315236,0.0019738473,1.47,0.9099999999999999,0.62761471,5393.0,7.914000000000001,0.37999999999999995,4.69,10.08,2.1389978,0.52455404,0.040008,Jovian,K0 V,Radial Velocity,0
168.44884000000005,3.6352833318047932,3.506333565284721,12.74651596562722,6.807143088581899,1667.0,2.28,0.05,84.08295067267368,231.0,2.166,2.394,0.9011936445839526,0.14431386,0.57,0.52,0.097155523,4475.0,4.4,-0.48,4.1,9.99,0.84158409,0.37968656999999995,2.28285,Jovian,K7 V,Radial Velocity,0
3108.3578999999986,604.0821634854635,1.4100774915644459e-05,0.00851802661786406,2.268388844079887,714.29999,1.66,0.21,74.77553867353383,178.17929895401494,1.3114,2.0086,1.0337144978174395,0.14902259,2.12,19.17,140.49744,4545.0,3.27,-0.08000000000000008,2.1999999999999997,9.45,32.003537,0.59264745,1.696603,Jovian,G5 IV/V,Radial Velocity,0
905.8098100000001,12.715850314911389,0.4405556739647581,5.602040005520768,8.440065294080815,655.59998,1.34,0.54,84.93147817513696,133.35567515431896,0.6164,2.0636,0.6080616662449696,0.088146747,0.31,0.74,0.23235856,4665.0,1.4659999999999997,0.010000000000000054,4.19,9.566,1.3014968,0.31222788,1.535372,Jovian,K5 V,Radial Velocity,0
3337.1940000000013,6.1582844320613885,14.28901272037397,87.99580458540615,23.278814262436626,10037.5,2.6,0.0,81.98534544877793,117.79360903594542,2.6,2.6,-2.061082813981706,1.4317782,0.02,0.476,1.0605407e-06,580.5,1.4524,0.03600000000000002,4.72,14.4784,0.0027805291,0.12522598,2.6,Jovian,G0 V,Imaging,0
3994.7801999999992,4.684430732035157,38.86175631554237,182.04520558538803,29.20236558335386,1122.7564211137505,210.0,0.0,33.232377636370586,1044.6532685287536,210.0,210.0,106.75493820768212,47.294735,0.35,0.469696396,0.042568212954,6674.4,0.002,-0.39999999999999997,4.117999999999999,6.588000000000001,0.44179879659999993,0.08948546499999999,210.0,Jovian,M3.5,Imaging,0
3686.804800000001,5.718029752127238,19.720181691175416,112.76058562749586,25.392289843283383,8.9891,0.08167100024785079,0.25,50.5,31.0,0.061253249,0.10208875,2.947507083159067,0.0098035544,0.9,1.2039999999999997,1.761340814,5872.4,0.003,-0.01100000000000006,4.322000000000001,12.939,3.4400087199999994,0.13116739,0.084223218,Jovian,K7,Radial Velocity,0
5403.076000000002,24.661999999999992,0.3602103573036457,8.883507831822508,14.801522561831488,4549.501812272691,440.0,0.0,-21.13862941608312,2125.8467096807453,440.0,440.0,222.12230150321832,84.42970683565682,0.7160000000000001,1.1679999999999997,3.8347577559999997,3846.3999999999996,0.002,-0.3773999999999999,4.106,12.442400000000001,3.6749300399999996,0.11233223760000001,440.0,Jovian,K5e,Imaging,0
327.36283999999984,16.702899999999996,0.07025119832305352,1.1733987404701303,4.4270940606902105,1.5089557,0.025304731158231994,0.0,85.1,121.43043019126972,0.025304732,0.025304732,0.5957183756528552,0.0017745526,0.9500000000000001,1.11,1.3835742,5950.0,5.092,-0.30000000000000004,4.25,13.600000000000001,3.1758867,0.4535157,0.025304732,Jovian,G0 V,Transit,0
874.0270099999999,10.873700000000001,0.6798182406316675,7.392139603156564,8.965484281556883,13.2406,0.1055,0.53,88.55,218.9,0.049585,0.161415,0.85,0.0049300026,0.89,0.79,0.37092578,5075.0,3.0,0.26,4.650000000000001,15.22,1.6443993000000001,0.41324574,0.12031747,Jovian,K1 V,Transit,0
740.5392500000003,16.0303,0.17977244774446294,2.8818062690780644,6.796780049052794,2.99433,0.0436,0.0,83.17,122.12764129968559,0.0436,0.0436,0.818,0.0036435088,1.27,1.37,2.8924992,6440.0,2.0,-0.02999999999999999,4.22,12.939,4.5919843,0.43484159,0.0436,Jovian,F6 V,Transit,0
291.44828000000007,16.142400000000002,0.06928786550413751,1.1184724401139896,4.2490974944446815,2.828042,0.04016,0.07,85.48,105.0,0.0373488,0.0429712,0.573,0.0024142066,1.08,1.12,1.1657036,5675.0,6.3,0.16,4.38,15.515,2.9151295,0.49879587,0.040258392,Jovian,G0 V,Transit,0
415.71903,9.92085,0.4257486263309083,4.223788259534992,6.473296668206063,4.03519,0.051,0.0,88.02,112.95468272854856,0.051,0.051,0.374,0.0036995297,1.09,1.01,1.1416654,5945.0,1.635,0.010000000000000054,4.46,15.039,2.8849161,0.39959492,0.051,Jovian,G0 V,Transit,0
2415.4928,12.218899999999996,1.3240653353856784,16.17862192654406,14.060048487051855,1.51214,0.027,0.0,79.6,123.12287472830297,0.027,0.027,0.86,0.0034790293,1.13,1.21,1.7400771,6035.0,4.2,0.04999999999999992,4.35,16.033,3.5616235,0.47328841,0.027,Jovian,F9 V,Transit,0
170.03798,13.1157,0.0753653141898577,0.9884688513199167,3.600619517979737,5.35227,0.0618,0.33,85.01,168.41,0.041406,0.082194,0.825,0.0022227958,1.1,1.19,1.292934,5650.0,6.73,0.18999999999999997,4.359999999999999,15.63,3.070096,0.50740909,0.06516501,Jovian,G5 V,Transit,0
772.3220499999998,11.434200000000002,0.5166317364507511,5.90727060092518,8.21857125692165,3.7681,0.0461,0.0,88.34,0.0,0.0461,0.0461,0.18,0.0041758142,1.04,1.59,2.4588411,5740.0,10.7,0.0,4.4,15.46,4.233787,0.53802185,0.0461,Jovian,G2 V,Transit,0
1102.8631999999998,14.685099999999997,0.34824983618576055,5.114083669371511,8.666073510713346,1.9000693,0.0295,0.08,86.5,119.26839991946842,0.02714,0.03186,0.4,0.0028531705,0.9500000000000001,1.0,0.78466493,5440.0,4.29,-0.10000000000000002,4.4,15.000000000000002,2.3916955,0.4535157,0.0295944,Jovian,G9 V,Transit,0
352.7890800000001,14.4609,0.1166619322038245,1.6870365354062857,4.939237454795705,3.89713,0.0518,0.047,88.0,121.53480785260808,0.0493654,0.0542346,0.24,0.0032742949,1.21,1.65,3.3552563,6090.0,5.0,-0.019999999999999934,4.07,14.007,4.945687,0.49848064000000003,0.051857213,Jovian,F9 V,Transit,0
1102.8631999999998,16.433860000000003,0.2484865560107808,4.083593273363331,8.192020517027208,1.7429935,0.02798,0.0143,88.08,102.0,0.027579886,0.028380114,0.221,0.0028893123,0.96,0.9099999999999999,0.74278229,5625.0,2.7,-0.04240000000000002,4.467999999999999,12.57,2.3269901,0.41643051,0.027982861,Jovian,G0 V,Transit,0
1366.6604000000004,17.370432563074086,0.26075263757050826,4.529386106562212,8.870027954643863,9.24285,0.09,0.59,88.21,60.1,0.0369,0.1431,0.3538775393681757,0.0039209999,1.14,1.104,1.4151032799999999,5998.0,5.1,0.012000000000000064,4.398,14.66,3.2095279999999997,0.48193234999999995,0.1056645,Jovian,G2 V,Transit,0
5403.076000000002,34.28799519785102,0.1340339442208657,4.5957552357940745,12.553056737520384,1675.0,2.9,0.6,87.38277700172037,65.0,1.16,4.64,0.12098078581701621,0.19490454,1.14,1.104,1.4151032799999999,5998.0,5.1,0.012000000000000064,4.398,14.66,3.2095279999999997,0.48193234999999995,3.422,Jovian,G2 V,Radial Velocity,0
